"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean"
"UNDESERVEDLY",1.556,0.389,0.667,2.556,0.222,2.222
"UNDESERVING",1.85,0.05,0.9,2.4,0.1,2.15
"UNDESERVINGLY",1.409,0.273,0.409,2.045,0.136,2.091
"UNDESIGNATED",0.833,0.167,0.222,0.278,0.111,1.944
"UNDESIRABILITY",2.222,1.056,1.222,2.722,1.5,3.778
"UNDESIRABLE",2.65,2.15,1.95,2.9,2.1,3.45
"UNDESIRABLY",2.556,1.611,1.056,2.889,1.611,3.111
"UNDESIRED",2.211,0.632,1.105,2.632,0.684,2.579
"UNDESTROYED",0.15,0,1.3,0.2,0,3.25
"UNDETACHED",0.938,0.062,1.125,1.812,0.062,3.25
"UNDETECTABLE",0.588,0.588,0.471,1.118,0.294,1
"UNDETECTED",1.667,0.056,0.111,0.611,0.278,2.556
"UNDETERMINABLE",0.818,0.545,0.818,1.909,0.636,1.545
"UNDETERMINED",1.444,0,0.111,1.944,0.056,1.5
"UNDETERRED",2.15,0.35,0.85,2.45,0.35,2.5
"UNDEVELOPABLE",0.765,0.059,0.235,0.588,0.412,2.353
"UNDEVELOPED",1.167,0.611,1.056,0.611,0,3.5
"UNDEVIATING",1.643,0.143,0.714,0.357,0.143,3
"UNDIAGNOSED",1.625,0.312,0.688,0.938,0.375,2.188
"UNDID",1.188,0.062,0.812,0.438,0.188,1.812
"UNDIFFERENTIATED",1.2,0.133,0.4,0.133,0.133,1.933
"UNDIFFUSED",0.867,0.4,0.6,0.333,0.867,2.6
"UNDIGESTED",0.118,0.471,0,2.765,0.235,1.529
"UNDIGNIFIED",2.444,0.111,0.222,1.222,0.389,2.833
"UNDILUTED",1.222,2.167,1.5,1.556,1.111,3.5
"UNDIMINISHED",1.25,0,0.75,0.375,0,3.375
"UNDIMMED",0.056,0,0.111,0.611,0.056,4.611
"UNDIPLOMATIC",3.389,0.278,0.444,0.889,0.278,3.222
"UNDIRECTED",0.789,0.158,0.158,0.684,0.053,1.632
"UNDISBURSED",1.263,0.263,1.053,0.474,0.316,2.895
"UNDISCERNIBLY",2,0.118,0.294,0.882,0.294,2
"UNDISCERNING",2.176,0.235,0.294,1.471,0.118,2.824
"UNDISCIPLINED",2.167,0,0.222,1.667,0.167,3.111
"UNDISCLOSED",1.125,0.062,0.312,0.5,0.062,1.188
"UNDISCOUNTED",1,0,0.095,0.143,0,3.381
"UNDISCOURAGED",1.529,0.118,0.294,2.353,0.059,1.824
"UNDISCOVERABLE",0.733,0.467,0.333,1.133,0.533,1.4
"UNDISCOVERED",0.579,0.211,0.263,1.053,0.263,1.579
"UNDISCRIMINATING",1.579,0.105,0.211,1.105,0,1.526
"UNDISGUISED",0.929,0.143,0.5,0.714,0.143,4.571
"UNDISMAYED",2.091,0.091,0.091,2.091,0.091,2
"UNDISPUTABLE",1.556,0.667,0.778,1.111,0.722,1.778
"UNDISPUTED",1.933,0.267,0.067,0.6,0.133,1.733
"UNDISPUTEDLY",2.333,0.333,0.611,1,0.333,2.056
"UNDISRUPTED",1.625,0,0.062,1.562,0,1.625
"UNDISTINGUISHABLE",2.647,0.765,1.294,0.353,0.529,3.941
"UNDISTINGUISHED",1.65,0.25,0.15,0.55,0.15,2.8
"UNDISTINGUISHING",2.056,0.889,1.472,0.833,0.861,3.083
"UNDISTORTED",2.059,0.118,0.118,0.412,0.059,2.765
"UNDISTRACTED",1.452,0.161,0.323,2,0.194,2.161
"UNDISTRIBUTED",0.5,0,0.278,0.389,0,3.167
"UNDISTURBED",1.619,0.19,0.238,1.857,0.19,2.571
"UNDIVERSIFIED",1.312,0.125,0.438,1,0.188,3.438
"UNDIVIDABLE",0.5,0,0.556,0.778,0,2.556
"UNDIVIDED",0.85,0,0.6,1.35,0.05,2.45
"UNDO",1.333,0,0.944,0.167,0,3.056
"UNDOABLE",1.269,0,0.692,1.423,0.038,2.269
"UNDOCK",1.867,0.067,1.533,1.067,0.133,3.4
"UNDOCKED",0.571,0,0.929,0.143,0,2.786
"UNDOCUMENTED",0.8,0.2,0.25,0.15,0.1,1.85
"UNDOING",1.056,0.167,1.056,0.722,0.222,1.667
"UNDOMESTICATED",2.214,0.214,0.357,0.643,0.5,3.5
"UNDONE",0.5,0.062,1.188,1,0.062,2.25
"UNDOUBTED",1.1,0,0,1.95,0,1.1
"UNDOUBTEDLY",2.294,0.647,0.647,2.059,0.647,2.294
"UNDOUBTING",1.684,0,0,2.053,0,1.895
"UNDRAFTED",1.421,0.105,0.158,0.632,0.105,2.105
"UNDRAPED",0.556,0.278,1.333,0.722,0.333,3.167
"UNDREAMT",1.4,0,0,1.333,0,0.8
"UNDRESS",0.476,0,2.095,1.524,0.095,4.048
"UNDRESSED",0.5,0,1.75,0.688,0,3.375
"UNDRILLED",0.444,0,1.611,0.167,0,3
"UNDRINKABLE",0.444,2.889,1.111,1,1.833,1.333
"UNDUE",0.933,0.333,0.333,0.8,0.333,1.133
"UNDULATE",1.3,0,1.5,1.4,0.3,2.8
"UNDULATING",1.312,0.125,1.688,1.938,0.25,3.688
"UNDULATION",1.1,0.2,0.7,0.1,0.3,2.6
"UNDULY",1.6,0,0.067,0.6,0,1.667
"UNDUSTED",0.1,0.35,1.7,0.05,0.15,3.45
"UNDUTIFUL",1.286,0,0.214,1.143,0.071,1.571
"UNDYING",1.15,0.05,0.35,1.5,0.1,1.85
"UNDYINGLY",0.462,0,0.385,1.154,0,1.385
"UNEAGER",1.059,0.176,0.471,2.941,0.176,1.118
"UNEARNED",1.167,0.111,0.333,1.056,0.167,2.056
"UNEARTH",1.303,0.545,2.212,0.909,0.727,2.909
"UNEARTHED",1.5,0.143,2.214,0.857,1.071,3.643
"UNEARTHLINESS",0.923,0,0.923,2,0.538,1.769
"UNEARTHLY",1.6,0.4,0.533,0.667,1,2.6
"UNEASE",1.412,0,0.294,3.176,0.059,1.706
"UNEASILY",1.5,0.056,0.167,3.5,0.056,1.944
"UNEASINESS",1.444,0.333,0.778,4.389,0.389,1.667
"UNEASY",1.167,0.222,0.333,3.889,0.333,1.722
"UNEATABLE",0.333,2.889,1.5,1.444,2.056,2.778
"UNEATEN",0,0.059,0.412,0.118,0.529,3.882
"UNECONOMIC",1.421,0,0.105,0.421,0,2.158
"UNECONOMICAL",1.316,0.579,0.579,0.842,0.474,2.526
"UNECONOMICALLY",1.667,0.067,0,0.6,0,2.533
"UNEDITED",2.111,0.167,0.222,0.444,0.111,3.722
"UNEDUCATED",3.105,0.158,0.211,0.684,0.158,3.053
"UNELABORATED",2.75,0,0,0.167,0,2
"UNELECTED",2.417,0.028,0.194,0.75,0.028,2.5
"UNEMBARRASSED",1.824,0,0.176,2.765,0,2
"UNEMBROIDERED",0.467,0.133,2.133,0.533,0.267,4.133
"UNEMOTIONAL",1.667,0.056,0.389,2.889,0.056,2.667
"UNEMOTIONALLY",2.579,0,0.421,2.842,0,2.579
"UNEMPLOYABLE",1.818,0.091,0.152,0.939,0.273,2.455
"UNEMPLOYED",0.375,0,0.062,1.375,0.062,1.688
"UNEMPLOYMENT",0.875,0,0.375,1,0.125,2.688
"UNENCLOSED",0.471,0,0.647,0,0,3.824
"UNENCUMBERED",0.333,0.333,0.933,2.4,0.2,2.8
"UNENDING",2.15,0.15,0.55,1.65,0.3,2.4
"UNENDINGLY",1.846,0.385,0.769,1.692,0.385,2.385
"UNENDORSED",1.444,0.222,0.444,1.111,0.222,3
"UNENDURABLE",1.125,0,0.438,2.75,0.312,2.062
"UNENDURABLY",1.615,0.462,1.615,2.615,0.538,1.923
"UNENERGETIC",0.889,0,0.111,4.222,0,2.5
"UNENFORCEABLE",2.059,0,0.412,1.059,0.059,2.529
"UNENFORCED",1.722,0.056,0.611,0.778,0.056,2.556
"UNENGAGED",2.333,0.222,0.444,1.889,0.111,3.167
"UNENHANCED",1.438,0.375,1.25,0.312,0.25,3.5
"UNENLIGHTENED",2.167,0.056,0.111,2,0.056,2.278
"UNENLIGHTENING",1.188,0,0.25,2.25,0,1.438
"UNENTERTAINING",2.619,0,0.143,2.286,0.048,3
"UNENTHUSED",2.188,0.25,0.25,2.312,0.5,2.125
"UNENTHUSIASTIC",2.75,0.25,0.35,2.1,0.15,2.65
"UNENTHUSIASTICALLY",2.882,0.294,0.294,2,0.235,3.118
"UNENVIABLE",1.812,0.062,0.25,2.062,0.25,1.875
"UNENVIED",1.156,0.344,0.469,1.625,0.344,1.469
"UNEQUAL",1.85,0.2,1.1,1.15,0.25,2.95
"UNEQUALED",1.176,0.059,0.647,1,0.059,2.471
"UNEQUALLY",1,0.056,0.389,0.833,0.056,2.389
"UNEQUIPPED",1.167,0.278,1.278,1.056,0.278,2.889
"UNEQUIVOCAL",1.583,0.333,0.333,1.333,0.333,2.333
"UNEQUIVOCALLY",1.25,0.062,0,0.438,0,1.75
"UNESCORTED",0.571,0,0.143,0.286,0,3.643
"UNESSENTIAL",0.722,0.111,0.278,1.111,0.111,2.111
"UNETHICAL",2.444,0,0.111,1.5,0.056,2.5
"UNETHICALLY",2.45,0.25,0.4,1.4,0.3,2.65
"UNEVALUATED",1.364,0.091,0.455,0.818,0.182,1.955
"UNEVEN",0.368,0.105,2.368,0.789,0.053,3.316
"UNEVENLY",0.688,0.25,1.938,0.562,0.125,3.938
"UNEVENNESS",0.588,0.118,2.176,0.529,0.059,3.647
"UNEVENTFUL",2.5,0.1,0.3,1.45,0.1,3.1
"UNEVENTFULLY",1.65,0.2,0.5,0.75,0.35,2.2
"UNEXACTING",1.357,0.071,0.143,0.643,0.071,2.571
"UNEXAGGERATED",2.105,0.421,0.842,1.211,0.421,2.421
"UNEXAMINED",0.647,0,0.765,0.412,0.235,1.412
"UNEXCAVATED",0.5,0,0.944,0.167,0.167,3.611
"UNEXCELLED",1,0.357,0.714,1.929,0.286,1.5
"UNEXCEPTIONABLE",1.289,0.444,0.511,1.133,0.356,1.311
"UNEXCEPTIONABLY",1.176,0.353,0.235,1.471,0.294,1.353
"UNEXCEPTIONAL",2.6,1.6,1.067,1.2,1.4,3.667
"UNEXCEPTIONALLY",1.5,0.611,0.611,1.778,0.611,2.333
"UNEXCITABLE",1.8,0.133,0.333,2.533,0.133,2.067
"UNEXCITED",1.65,0.85,0.6,3.05,0.45,2.45
"UNEXCITING",1.278,0.778,0.778,3.278,0.667,1.556
"UNEXCUSED",1.789,0,0.263,0.368,0,1.211
"UNEXECUTED",1.222,0.222,0.222,0.222,0.056,2.5
"UNEXERCISED",0.765,0.118,0.882,2.235,0.118,2.824
"UNEXHAUSTED",1.625,0.312,0.438,4.312,0.312,2.312
"UNEXPECTED",2.387,0.968,1.065,1.774,0.71,2.935
"UNEXPECTEDLY",1.9,0.55,0.45,2.6,0.55,2.25
"UNEXPECTEDNESS",1.556,0.222,0.611,2.444,0.111,2.5
"UNEXPIRED",0.45,2,1,0.45,2.2,4.05
"UNEXPLAINABLE",2.2,0.4,0.4,2.133,0.4,2.067
"UNEXPLAINABLY",1.941,0.412,0.765,2.118,0.588,1.588
"UNEXPLAINED",2.143,0.19,0.381,1.476,0.381,1.905
"UNEXPLODED",0.632,0.158,1.526,0.632,0.158,3.211
"UNEXPLOITED",1.941,0,0.353,1.118,0,3.706
"UNEXPLORED",1.4,0,1.2,0.867,0.133,3.2
"UNEXPOSED",0.273,0,0.5,0.773,0,2.955
"UNEXPRESSED",1.562,0.188,0.375,1.125,0.125,1.688
"UNEXPRESSIVE",1.833,0.056,0.111,0.611,0,2.944
"UNFADING",0.412,0.059,0.765,0.588,0,3.529
"UNFAILING",1.667,0.111,0.481,1.333,0.074,2.704
"UNFAILINGLY",1.722,0.167,0.5,1.556,0.167,2.278
"UNFAIR",2.353,0.059,0.118,2,0.059,3.176
"UNFAIRLY",2.35,0.25,0.25,1.3,0.25,2.4
"UNFAIRNESS",3.25,0.125,0.188,1,0.125,3.438
"UNFAITHFUL",2.6,0,0.15,1.85,0.05,2.9
"UNFAITHFULLY",2.765,0.118,0.412,2,0.118,3.412
"UNFAITHFULNESS",2.5,0,0.409,2.227,0.045,2.682
"UNFALTERING",1.667,0.333,0.533,1.333,0.333,3
"UNFALTERINGLY",1.417,0,0.167,1.583,0.083,2.083
"UNFAMILIAR",2.278,1.5,1.556,2.611,1.667,2.889
"UNFAMILIARITY",2.5,0.889,1.056,1.833,1,3.389
"UNFAMILIARLY",1.733,1.267,1.467,1.6,1.133,1.933
"UNFARMED",0.45,0,0.05,0.1,0,2.6
"UNFASHIONABLE",0.947,0,0.895,0.421,0.263,4.526
"UNFASHIONABLY",0.667,0.5,1.056,1.056,0.389,3.722
"UNFASTEN",0.812,0,2.5,0.812,0,2.125
"UNFASTENED",1.167,0.222,2.667,0.639,0.222,3.278
"UNFATHERLY",1.812,0,0,0.562,0,1.812
"UNFATHOMABLE",2.077,0.615,0.769,2.385,0.538,2.846
"UNFATHOMABLY",1.588,0.176,0.294,1.471,0,1.235
"UNFATHOMED",1.133,0.267,0.467,1.667,0.267,2.2
"UNFAVORABLE",1.278,0.722,0.556,1.278,0.667,1.722
"UNFAVORABLY",2.55,0.65,0.15,1.3,0.65,2.4
"UNFAZED",1.824,0,0.235,2.706,0,2.529
"UNFEASIBILITY",1.929,0.143,0.286,1.286,0.143,2.214
"UNFEASIBLE",1.938,0.062,0.562,0.625,0.125,2
"UNFEASIBLY",1.375,0.062,0.25,0.562,0.062,1.25
"UNFED",1.059,0.941,0.353,3.529,0.529,2.176
"UNFEELING",1.118,0.118,1.353,3.471,0.059,1.235
"UNFEELINGLY",0.889,0,1,2.333,0.111,1.111
"UNFEMININE",1.684,0.368,0.947,1,0.842,3.316
"UNFENCED",0.105,0,0.737,0,0,3.895
"UNFERMENTED",0.067,2.6,0.8,0.4,2.6,2.6
"UNFERTILE",0.353,0,0.176,1.941,0.235,1.176
"UNFERTILIZED",0.5,0.056,0.5,0.389,0.444,2.944
"UNFILED",0.867,0.133,1.2,0.2,0.2,2.867
"UNFILLED",0.9,0.2,1.65,1.35,0.2,3.8
"UNFILTERED",1.238,1.952,0.571,0.429,0.571,2.238
"UNFINISHED",1.316,0.211,1.316,0.263,0.263,3.947
"UNFIRED",0.571,0.143,0.786,0,0.429,2.429
"UNFISHABLE",1.438,0.312,0.688,0.688,0.812,3.188
"UNFIT",1.75,0,0.812,2.125,0.188,3.062
"UNFITNESS",0.25,0,1.562,2.062,0.062,3.25
"UNFITTED",0.562,0.062,1.875,0.688,0.312,3.438
"UNFITTING",1.556,0.278,1.833,1.222,0.444,3.222
"UNFITTINGLY",0.905,0.095,0.952,0.905,0,1.905
"UNFIXABLE",1.125,0.438,1.938,0.75,0.438,3.312
"UNFIXED",1.176,0.294,1.941,0.941,0.294,3.176
"UNFIXING",0.444,0.278,1.389,0.5,0.222,2.444
"UNFLAGGING",0.4,0.133,0.333,0.267,0.133,1.333
"UNFLAGGINGLY",1.043,0.087,0.696,1.261,0.174,1.435
"UNFLAPPABLE",1.5,0,0.438,1.375,0,2.938
"UNFLATTERING",2.111,0.222,0.278,1.111,0.222,2.944
"UNFLATTERINGLY",1.81,0.238,0.238,0.619,0.571,2.81
"UNFLAVORED",0.15,4.5,0.3,1.4,1.15,0.6
"UNFLAWED",1.222,0.611,1.944,1.056,0.556,3.444
"UNFLINCHING",1.118,0.118,0.824,2.471,0.118,2.294
"UNFLINCHINGLY",0.769,0.077,0.923,3.308,0.077,3.154
"UNFLUSTERED",2.125,0,0.688,2.438,0,2.688
"UNFOCUSED",1.588,0.176,0.353,1.824,0.235,3.529
"UNFOLD",1.5,0,2.444,0.5,0,3.611
"UNFOLDED",0.4,0.05,2.35,0.4,0.05,3.35
"UNFOLDING",1.789,0.316,2.316,0.474,0.316,4.158
"UNFORCED",1.474,0.158,1.053,0.842,0.105,2.789
"UNFORESEEABLE",0.35,0.05,0.25,1.45,0.05,1
"UNFORESEEABLY",0.938,0.125,0.125,1.188,0.125,1.25
"UNFORESEEN",1.368,0.053,0.053,1.158,0.053,1.474
"UNFORGETTABLE",2.25,0.75,0.4,2.15,1.05,2.6
"UNFORGETTABLY",2.056,1.556,1.722,2.5,1.5,2.389
"UNFORGIVABLE",2.389,0.278,0.556,2.944,0.222,2.167
"UNFORGIVABLY",1.933,0,0.067,2.8,0,1.867
"UNFORGIVEN",2.059,0.059,0.176,2,0.059,1.588
"UNFORGIVING",3.222,0,0.111,2.333,0,2.111
"UNFORGOTTEN",1.882,0.471,0.706,3.176,0.706,1.882
"UNFORMATTED",1.1,0.1,0.25,0.35,0.15,3.75
"UNFORMED",0.889,0.056,1.944,0.556,0.056,3.778
"UNFORMULATED",1.6,0.6,0.2,0.6,0.2,2.467
"UNFORTIFIED",0.5,0.25,1.312,0.562,0.25,2.625
"UNFORTUNATE",2.273,0.591,0.727,1.818,0.545,2.545
"UNFORTUNATELY",1.486,0.189,0.216,2,0.135,1.838
"UNFOUND",1,0,0.471,0.941,0,1.941
"UNFOUNDED",1.8,0.05,0.35,0.95,0.05,1.95
"UNFOUNDEDLY",1.625,0.125,0.25,0.812,0.125,2.188
"UNFRAMED",0.111,0,1.556,0,0,4
"UNFREEZE",0.579,0.421,1.895,0.263,0.211,3.158
"UNFREEZING",0.053,0.368,3,1.474,0.211,3.053
"UNFREQUENTED",1.375,0.125,0.188,0.75,0,2.375
"UNFRIENDLINESS",2.684,0,0,1.526,0,3.474
"UNFRIENDLY",3.2,0,0.4,2.267,0.067,3.333
"UNFROSTED",0,1.941,2.059,0,0.235,2.529
"UNFROZE",0.647,0.059,2.824,0.353,0.176,3.588
"UNFROZEN",0.447,0.684,2.395,0.684,0.395,3.237
"UNFRUITFUL",0.882,0.706,0.941,1.235,0.353,3.412
"UNFRUITFULNESS",0.929,1,0.643,0.643,0.571,3.071
"UNFULFILLED",0.789,0.316,0.526,2.368,0.316,1.316
"UNFULFILLING",1.353,0.588,0.765,3.471,0.471,1.882
"UNFUNDED",1.25,0,0.062,0,0,1.688
"UNFUNNY",3.059,0.059,0.059,1.235,0.118,2.353
"UNFURNISHED",0.389,0.278,0.5,0.167,0.222,4.167
"UNFUSSY",2.111,0.056,0,0.778,0.056,2.5
"UNGAINLY",0.75,0,0.417,1.083,0,2.917
"UNGALLANTLY",2.214,0,0.143,1.071,0,3.143
"UNGENEROUS",2.125,0,0.312,1.938,0.062,3.375
"UNGENEROUSLY",2.176,0.059,0.235,1.471,0.088,2.647
"UNGENTLE",1.833,0,2.5,1.333,0,2.722
"UNGENTLEMANLY",3,0.474,0.684,1,0.842,3.579
"UNGIFTED",1.588,0.059,0.294,1.765,0,2.235
"UNGLAMOROUS",1.647,0.412,0.588,1.118,0.353,3.765
"UNGLAZED",0,1.643,2.143,0.643,0.429,3.929
"UNGLOVED",0.412,0.235,3.176,0.765,0.176,3.882
"UNGLUE",0.5,0,2.625,0.625,0.188,2.438
"UNGLUED",1.029,0.088,1.5,0.824,0.176,3.5
"UNGODLINESS",2.688,0.062,0.062,0.312,0,2.688
"UNGODLY",1.737,0.184,0.184,1.658,0.211,1.816
"UNGOVERNABLE",1.118,0,0.118,1.176,0,1.706
"UNGOVERNED",2.1,0.05,0.35,1.3,0.1,2.5
"UNGRACEFUL",1.25,0.15,0.8,1.15,0.1,2.55
"UNGRACEFULLY",1.882,0.176,0.941,1.941,0.176,3.882
"UNGRACIOUS",2.75,0.312,0.5,1.375,0.312,3.312
"UNGRACIOUSLY",2.85,0,0.1,1.95,0,3
"UNGRACIOUSNESS",2.5,0,0.05,1.95,0,3.2
"UNGRADED",1.188,0.312,0.562,0.438,0.312,3.5
"UNGRAMMATICAL",2.941,0.176,0.118,0.235,0.118,3.118
"UNGRAMMATICALLY",2.556,0,0.222,0.667,0,2.611
"UNGRASPABLE",0.833,0.056,2.389,1.333,0.056,2.111
"UNGRATEFUL",1.889,0,0.222,2.389,0.111,2.333
"UNGRATEFULLY",3,0,0.059,1.588,0.176,2.471
"UNGRATEFULNESS",3.222,0,0.222,1.889,0,3.333
"UNGRATIFIED",1.529,0.176,0.412,2,0.176,1.941
"UNGREASED",0.632,0.211,3.316,0.105,0.579,2.421
"UNGROUNDED",0.947,0.158,1.158,1.789,0.263,2.158
"UNGROUPED",0.6,0.133,0.6,0.067,0.2,3.133
"UNGRUDGING",1.867,0.4,0.533,1.333,0.333,1.867
"UNGUARANTEED",1.324,0.059,0.059,0.676,0,1.529
"UNGUARDED",0.889,0,0.556,0.556,0,3.333
"UNGUARDEDLY",0.688,0.25,0.5,1.5,0.312,1
"UNGUIDED",1.375,0.562,0.938,1.688,0.375,3
"UNHALLOWED",0.417,0.333,0.25,0.5,0,1.167
"UNHAMPERED",0.5,0.071,1.143,1.571,0,2.214
"UNHAND",0.368,0.053,2.421,0.895,0.053,2.842
"UNHANDLED",0.722,0.167,1.111,0.722,0,2.389
"UNHANDSOMELY",0.667,0,0.267,0,0.067,3.867
"UNHANDY",0.889,0.444,0.778,0.722,0.222,3
"UNHAPPILY",1.684,0.316,0.789,3.632,0.316,2.368
"UNHAPPINESS",2.526,0.211,0.421,4.211,0.158,3.105
"UNHAPPY",1.235,0.059,0.059,3.471,0,2
"UNHARDENED",0.75,0.312,3.062,0.875,0.062,2.75
"UNHARMED",1.526,0.053,1.895,2,0.053,3.895
"UNHARMONIOUS",2.824,0.059,0.294,0.941,0.118,1.824
"UNHARNESSED",0.812,0,1.875,0.688,0,2.625
"UNHEALED",0.824,0.412,2.471,2.706,0.647,3.353
"UNHEALTHFUL",1.222,1.333,0.556,1.389,0.556,2.222
"UNHEALTHILY",0.895,1.579,0.632,3.158,1.211,3.053
"UNHEALTHINESS",1.1,1.05,0.85,3.75,1.2,2.15
"UNHEALTHY",0.588,1.706,1.059,2.294,1,2.765
"UNHEARD",2.087,0,0.043,0.696,0,0.391
"UNHEARD OF",2,0.118,0.059,0.882,0.118,0.765
"UNHEARING",2.2,0.333,0.333,1.2,0.333,0.8
"UNHEATED",0.286,1.381,3.714,2.048,0.333,1.762
"UNHEEDED",1.364,0.136,0.273,0.636,0.091,1.5
"UNHEEDING",1.929,0,0.429,1.857,0.143,2.071
"UNHEEDINGLY",1.333,0,0,0.6,0,2.267
"UNHELPFUL",2.474,0.158,0.579,1.632,0.263,2.895
"UNHELPFULLY",2.35,0.05,0.35,1.3,0.05,2.8
"UNHELPFULNESS",2.579,0.158,0.737,1.947,0.158,3.789
"UNHERALDED",1.3,0,0,0.2,0,1.2
"UNHESITANT",2.056,0,0.278,2.056,0,2.889
"UNHESITATING",1.737,0.211,0.579,2.105,0.211,3.211
"UNHESITATINGLY",1.235,0.353,0.471,1.765,0.353,2.059
"UNHIDDEN",0.806,0.194,0.611,0.333,0.167,4
"UNHINDERED",0.389,0.278,0.556,1.889,0.278,1.278
"UNHINGE",1.588,0,1.294,1.824,0,2.941
"UNHISTORICAL",2.062,0.188,0.188,0.438,0.188,2.438
"UNHITCH",1.077,0.154,1.769,0.308,0.154,2
"UNHITCHED",0.947,0,1.316,0.526,0,3.368
"UNHITTABLE",0.55,0,1.4,0.2,0,3.75
"UNHOLY",2.5,0.05,0.15,1.65,0.3,3.15
"UNHOOK",1.235,0.235,3.412,0.471,0.176,4
"UNHOOKED",0.75,0.062,2.062,0.312,0,3.312
"UNHOPEFUL",2.5,0,0,3,0,2.312
"UNHOPEFULLY",1.882,0.412,0.412,2.235,0.294,1.824
"UNHURRIED",1.05,0.25,0.65,1.85,0.25,2.75
"UNHURRIEDLY",0.737,0,0.368,1.632,0,2.263
"UNHURRIEDNESS",1.438,0,0.5,1.688,0,3.25
"UNHURT",0.526,0,1.895,3.421,0.053,2.737
"UNHYGIENIC",0.353,0.353,0.824,0.765,3.059,3.353
"UNHYPHENATED",0,0,0,0.071,0,3.286
"UNICORN",0.947,0,0.211,0.474,0,3
"UNICYCLE",1.294,0,2.529,0.824,0.294,3.765
"UNICYCLIST",0.824,0.118,0.353,0.235,0.235,3
"UNIDENTIFIABLE",1.476,0.333,0.714,0.476,0.476,2.905
"UNIDENTIFIABLY",1.65,0.8,0.75,0.9,0.85,2.75
"UNIDENTIFIED",1.368,0.684,0.868,1.053,0.816,3.158
"UNIDIMENSIONAL",0.062,0,0.5,0.25,0,1.938
"UNIDIRECTIONAL",0.368,0,0.263,0.421,0,3.368
"UNIFICATION",1.85,0.15,0.6,1.95,0.15,3.15
"UNIFIED",1.722,0.056,0.444,1.333,0.111,2.222
"UNIFIER",1.625,0.125,0.562,1.875,0,3.062
"UNIFORM",0.714,0,2.381,0.19,0.143,4.238
"UNIFORMED",1.105,0.105,1.105,0.684,0.105,3.211
"UNIFORMITY",1.647,0.176,1.412,0.353,0.235,3.882
"UNIFORMLY",1.35,0.7,1.35,0.6,0.65,3.35
"UNIFY",2.867,0.333,1.067,1.867,0.333,4
"UNIFYING",2.158,0,0.421,1.579,0,3.316
"UNILATERAL",1.118,0.059,0.588,0.529,0.294,1.706
"UNILATERALISM",1.692,0,0,0.769,0,2.077
"UNILATERALIST",1.5,0.083,0.417,1.167,0.083,2.333
"UNILATERALLY",1.067,0,0.267,0.8,0,2.267
"UNILINGUAL",3.583,0,0.083,0.167,0,1.167
"UNIMAGINABLE",2.25,0.65,0.8,2.2,0.7,2.35
"UNIMAGINABLY",1.773,0.5,0.545,2,0.5,1.864
"UNIMAGINATIVE",1.8,0.45,0.3,1.7,0.1,1.8
"UNIMAGINATIVELY",1.556,0.389,0.611,1.667,0.333,1.833
"UNIMAGINATIVENESS",1.833,0.889,0.778,1.833,0.722,2.111
"UNIMAGINED",1,0.2,0.35,1.35,0.15,0.95
"UNIMPAIRED",1.368,0.211,0.105,1.684,0.368,2.895
"UNIMPASSIONED",1.588,0.235,0.294,2.471,0.059,1.412
"UNIMPEACHABLE",1.733,0,0,0.467,0,1.533
"UNIMPEDED",1,0.125,0.625,0.5,0.125,2.938
"UNIMPORTANCE",1.667,0,0.067,1.467,0,2.6
"UNIMPORTANT",1.789,0.105,0.211,1.526,0.158,2.105
"UNIMPORTANTLY",1.958,0.125,0.208,1.792,0.25,2.083
"UNIMPOSING",1.882,0,0.471,1.412,0,3
"UNIMPRESSED",1.688,0.25,0.25,1.75,0.438,3.062
"UNIMPRESSIONABLE",2,0,0.133,1.067,0,2.333
"UNIMPRESSIVE",2.882,0.412,0.529,1.176,0.176,3.529
"UNIMPRESSIVELY",2.133,0.2,0.4,1.533,0.467,2.667
"UNIMPROVED",1.278,1,1.333,1.278,0.889,2.389
"UNINCORPORATED",1.1,0,0.05,0.2,0,1.75
"UNINDICTED",1.909,0.182,0,1.273,0,1.545
"UNINDUSTRIALIZED",0.667,0,0.133,0.333,0.467,2.733
"UNINFECTED",0.536,0.357,1.5,2,0.893,2.893
"UNINFLUENCED",1.848,0.121,0.303,1.606,0.242,2.424
"UNINFORMED",1.867,0.333,0.333,1.133,0.333,1.733
"UNINHABITABLE",0.176,0,0.647,0.647,0.706,3.235
"UNINHABITED",0.706,0,0,0,0,2.529
"UNINHIBITED",1.684,0.579,0.842,2.316,0.526,2.579
"UNINITIATED",1.19,0.095,0.19,1,0.048,1.524
"UNINJURED",0.5,0.05,2.25,2.7,0.05,2.8
"UNINSPECTED",0.389,0,0.556,0.611,0.056,2.556
"UNINSPIRED",1.778,0.333,0.167,2.667,0.222,1.889
"UNINSPIRING",2.067,0,0.067,3.467,0.067,1.867
"UNINSTALL",1,0.25,1.05,0.15,0.15,3.2
"UNINSTALLED",0.45,0.25,0.35,0.2,0.2,2.5
"UNINSTRUCTED",1.647,0.118,0.118,0.353,0.059,2.647
"UNINSURABLE",1.474,0,0.158,0.684,0,2.211
"UNINSURED",1.286,0,0,0.619,0,1.667
"UNINTELLIGENCE",2.619,0,0.333,1.238,0,1.905
"UNINTELLIGENT",2.875,0.25,0.188,0.875,0.062,3.25
