concept,domain,subtype,source_dataset,notes,polysemy_risk,image_source,image_quality_flag,human_anchor_available
hovercraft,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
hubcap,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
hula_hoop,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
hummingbird,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
hummus,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
humvee,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
hydrant,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
hyena,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ice,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ice_cream,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ice_cube,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ice_pack,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ice-cream_cone,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
icemaker,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
icepick,sensory,"weapon, kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
iceskate,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
icicle,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
iguana,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
incense,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
incubator,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
inhaler,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ink,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
inkwell,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
insole,sensory,clothing accessory,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
iron,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ironing_board,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ivy,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jack,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jacket,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jackhammer,sensory,"electronic device, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jalapeno,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jam,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jar,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
javelin,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jeans,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jeep,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jelly_bean,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jellyfish,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jersey,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jet,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jetski,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jewel,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jewelry,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jigsaw_puzzle,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
joystick,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jug,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
juice,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
juicer1,sensory,kitchen tool,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
juicer2,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
jukebox,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jump_rope,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
jumpsuit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kale,sensory,"plant, food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kaleidoscope,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kangaroo,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kayak,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kazoo,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kebab,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
keg,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ketchup,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
kettle,sensory,"container, kitchen tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
key,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
keyboard,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
