concept,status,things_word,things_unique_id,archive_member,local_image,notes
dreidel,covered,dreidel,dreidel,THINGS-database/osfstorage/object_images/dreidel/dreidel_01b.jpg,data/images/things_max/dreidel.jpg,selected THINGS archive image via filesystem
dress,covered,dress,dress,THINGS-database/osfstorage/object_images/dress/dress_01b.jpg,data/images/things_max/dress.jpg,selected THINGS archive image via filesystem
dresser,covered,dresser,dresser,THINGS-database/osfstorage/object_images/dresser/dresser_01b.jpg,data/images/things_max/dresser.jpg,selected THINGS archive image via filesystem
drill,covered,drill,drill,THINGS-database/osfstorage/object_images/drill/drill_01b.jpg,data/images/things_max/drill.jpg,selected THINGS archive image via filesystem
drink,covered,drink,drink,THINGS-database/osfstorage/object_images/drink/drink_01b.jpg,data/images/things_max/drink.jpg,selected THINGS archive image via filesystem
drum,covered,drum,drum,THINGS-database/osfstorage/object_images/drum/drum_01b.jpg,data/images/things_max/drum.jpg,selected THINGS archive image via filesystem
drumstick,covered,drumstick,drumstick,THINGS-database/osfstorage/object_images/drumstick/drumstick_01s.jpg,data/images/things_max/drumstick.jpg,selected THINGS archive image via filesystem
dryer,covered,dryer,dryer,THINGS-database/osfstorage/object_images/dryer/dryer_01b.jpg,data/images/things_max/dryer.jpg,selected THINGS archive image via filesystem
duck,covered,duck,duck,THINGS-database/osfstorage/object_images/duck/duck_01b.jpg,data/images/things_max/duck.jpg,selected THINGS archive image via filesystem
duckling,covered,duckling,duckling,THINGS-database/osfstorage/object_images/duckling/duckling_01b.jpg,data/images/things_max/duckling.jpg,selected THINGS archive image via filesystem
duct,covered,duct,duct,THINGS-database/osfstorage/object_images/duct/duct_01b.jpg,data/images/things_max/duct.jpg,selected THINGS archive image via filesystem
duct_tape,covered,duct tape,duct_tape,THINGS-database/osfstorage/object_images/duct_tape/duct_tape_01b.jpg,data/images/things_max/duct_tape.jpg,selected THINGS archive image via filesystem
duffel_bag,covered,duffel bag,duffel_bag,THINGS-database/osfstorage/object_images/duffel_bag/duffel_bag_01b.jpg,data/images/things_max/duffel_bag.jpg,selected THINGS archive image via filesystem
dumbbell,covered,dumbbell,dumbbell,THINGS-database/osfstorage/object_images/dumbbell/dumbbell_01b.jpg,data/images/things_max/dumbbell.jpg,selected THINGS archive image via filesystem
dumbwaiter,covered,dumbwaiter,dumbwaiter,THINGS-database/osfstorage/object_images/dumbwaiter/dumbwaiter_01s.jpg,data/images/things_max/dumbwaiter.jpg,selected THINGS archive image via filesystem
dumpling,covered,dumpling,dumpling,THINGS-database/osfstorage/object_images/dumpling/dumpling_01b.jpg,data/images/things_max/dumpling.jpg,selected THINGS archive image via filesystem
dumpster,covered,dumpster,dumpster,THINGS-database/osfstorage/object_images/dumpster/dumpster_01b.jpg,data/images/things_max/dumpster.jpg,selected THINGS archive image via filesystem
duster,covered,duster,duster,THINGS-database/osfstorage/object_images/duster/duster_01s.jpg,data/images/things_max/duster.jpg,selected THINGS archive image via filesystem
dustpan,covered,dustpan,dustpan,THINGS-database/osfstorage/object_images/dustpan/dustpan_01b.jpg,data/images/things_max/dustpan.jpg,selected THINGS archive image via filesystem
dynamite,covered,dynamite,dynamite,THINGS-database/osfstorage/object_images/dynamite/dynamite_01b.jpg,data/images/things_max/dynamite.jpg,selected THINGS archive image via filesystem
eagle,covered,eagle,eagle,THINGS-database/osfstorage/object_images/eagle/eagle_01b.jpg,data/images/things_max/eagle.jpg,selected THINGS archive image via filesystem
ear,covered,ear,ear,THINGS-database/osfstorage/object_images/ear/ear_01b.jpg,data/images/things_max/ear.jpg,selected THINGS archive image via filesystem
earplug,covered,earplug,earplug,THINGS-database/osfstorage/object_images/earplug/earplug_01b.jpg,data/images/things_max/earplug.jpg,selected THINGS archive image via filesystem
earring,covered,earring,earring,THINGS-database/osfstorage/object_images/earring/earring_01b.jpg,data/images/things_max/earring.jpg,selected THINGS archive image via filesystem
earwig,covered,earwig,earwig,THINGS-database/osfstorage/object_images/earwig/earwig_01b.jpg,data/images/things_max/earwig.jpg,selected THINGS archive image via filesystem
easel,covered,easel,easel,THINGS-database/osfstorage/object_images/easel/easel_01b.jpg,data/images/things_max/easel.jpg,selected THINGS archive image via filesystem
easter_egg,covered,easter egg,easter_egg,THINGS-database/osfstorage/object_images/easter_egg/easter_egg_01b.jpg,data/images/things_max/easter_egg.jpg,selected THINGS archive image via filesystem
eclair,covered,eclair,eclair,THINGS-database/osfstorage/object_images/eclair/eclair_01b.jpg,data/images/things_max/eclair.jpg,selected THINGS archive image via filesystem
eel,covered,eel,eel,THINGS-database/osfstorage/object_images/eel/eel_01b.jpg,data/images/things_max/eel.jpg,selected THINGS archive image via filesystem
egg,covered,egg,egg,THINGS-database/osfstorage/object_images/egg/egg_01b.jpg,data/images/things_max/egg.jpg,selected THINGS archive image via filesystem
egg_roll,covered,egg roll,egg_roll,THINGS-database/osfstorage/object_images/egg_roll/egg_roll_01b.jpg,data/images/things_max/egg_roll.jpg,selected THINGS archive image via filesystem
eggbeater,covered,eggbeater,eggbeater,THINGS-database/osfstorage/object_images/eggbeater/eggbeater_01b.jpg,data/images/things_max/eggbeater.jpg,selected THINGS archive image via filesystem
eggnog,covered,eggnog,eggnog,THINGS-database/osfstorage/object_images/eggnog/eggnog_01b.jpg,data/images/things_max/eggnog.jpg,selected THINGS archive image via filesystem
eggplant,covered,eggplant,eggplant,THINGS-database/osfstorage/object_images/eggplant/eggplant_01b.jpg,data/images/things_max/eggplant.jpg,selected THINGS archive image via filesystem
eggshell,covered,eggshell,eggshell,THINGS-database/osfstorage/object_images/eggshell/eggshell_01b.jpg,data/images/things_max/eggshell.jpg,selected THINGS archive image via filesystem
elbow,covered,elbow,elbow,THINGS-database/osfstorage/object_images/elbow/elbow_01b.jpg,data/images/things_max/elbow.jpg,selected THINGS archive image via filesystem
electric_chair,covered,electric chair,electric_chair,THINGS-database/osfstorage/object_images/electric_chair/electric_chair_01b.jpg,data/images/things_max/electric_chair.jpg,selected THINGS archive image via filesystem
elephant,covered,elephant,elephant,THINGS-database/osfstorage/object_images/elephant/elephant_01b.jpg,data/images/things_max/elephant.jpg,selected THINGS archive image via filesystem
emerald,covered,emerald,emerald,THINGS-database/osfstorage/object_images/emerald/emerald_01b.jpg,data/images/things_max/emerald.jpg,selected THINGS archive image via filesystem
enchilada,covered,enchilada,enchilada,THINGS-database/osfstorage/object_images/enchilada/enchilada_01b.jpg,data/images/things_max/enchilada.jpg,selected THINGS archive image via filesystem
engine,covered,engine,engine,THINGS-database/osfstorage/object_images/engine/engine_01b.jpg,data/images/things_max/engine.jpg,selected THINGS archive image via filesystem
envelope,covered,envelope,envelope,THINGS-database/osfstorage/object_images/envelope/envelope_01b.jpg,data/images/things_max/envelope.jpg,selected THINGS archive image via filesystem
eraser,covered,eraser,eraser,THINGS-database/osfstorage/object_images/eraser/eraser_01s.jpg,data/images/things_max/eraser.jpg,selected THINGS archive image via filesystem
espresso,covered,espresso,espresso,THINGS-database/osfstorage/object_images/espresso/espresso_01b.jpg,data/images/things_max/espresso.jpg,selected THINGS archive image via filesystem
exerciser,covered,exerciser,exerciser,THINGS-database/osfstorage/object_images/exerciser/exerciser_01b.jpg,data/images/things_max/exerciser.jpg,selected THINGS archive image via filesystem
exhaust_pipe,covered,exhaust pipe,exhaust_pipe,THINGS-database/osfstorage/object_images/exhaust_pipe/exhaust_pipe_01b.jpg,data/images/things_max/exhaust_pipe.jpg,selected THINGS archive image via filesystem
extinguisher,covered,extinguisher,extinguisher,THINGS-database/osfstorage/object_images/extinguisher/extinguisher_01b.jpg,data/images/things_max/extinguisher.jpg,selected THINGS archive image via filesystem
eye,covered,eye,eye,THINGS-database/osfstorage/object_images/eye/eye_01b.jpg,data/images/things_max/eye.jpg,selected THINGS archive image via filesystem
eye_patch,covered,eye patch,eye_patch,THINGS-database/osfstorage/object_images/eye_patch/eye_patch_01b.jpg,data/images/things_max/eye_patch.jpg,selected THINGS archive image via filesystem
eyedropper,covered,eyedropper,eyedropper,THINGS-database/osfstorage/object_images/eyedropper/eyedropper_01b.jpg,data/images/things_max/eyedropper.jpg,selected THINGS archive image via filesystem
eyeliner,covered,eyeliner,eyeliner,THINGS-database/osfstorage/object_images/eyeliner/eyeliner_01s.jpg,data/images/things_max/eyeliner.jpg,selected THINGS archive image via filesystem
eyepiece,covered,eyepiece,eyepiece,THINGS-database/osfstorage/object_images/eyepiece/eyepiece_01s.jpg,data/images/things_max/eyepiece.jpg,selected THINGS archive image via filesystem
face,covered,face,face,THINGS-database/osfstorage/object_images/face/face_01b.jpg,data/images/things_max/face.jpg,selected THINGS archive image via filesystem
face_mask,covered,face mask,face_mask,THINGS-database/osfstorage/object_images/face_mask/face_mask_01b.jpg,data/images/things_max/face_mask.jpg,selected THINGS archive image via filesystem
fan,covered,fan,fan,THINGS-database/osfstorage/object_images/fan/fan_01b.jpg,data/images/things_max/fan.jpg,selected THINGS archive image via filesystem
fast_food,covered,fast food,fast_food,THINGS-database/osfstorage/object_images/fast_food/fast_food_01b.jpg,data/images/things_max/fast_food.jpg,selected THINGS archive image via filesystem
faucet,covered,faucet,faucet,THINGS-database/osfstorage/object_images/faucet/faucet_01b.jpg,data/images/things_max/faucet.jpg,selected THINGS archive image via filesystem
feather,covered,feather,feather,THINGS-database/osfstorage/object_images/feather/feather_01b.jpg,data/images/things_max/feather.jpg,selected THINGS archive image via filesystem
fence,covered,fence,fence,THINGS-database/osfstorage/object_images/fence/fence_01b.jpg,data/images/things_max/fence.jpg,selected THINGS archive image via filesystem
fencepost,covered,fencepost,fencepost,THINGS-database/osfstorage/object_images/fencepost/fencepost_01b.jpg,data/images/things_max/fencepost.jpg,selected THINGS archive image via filesystem
fern,covered,fern,fern,THINGS-database/osfstorage/object_images/fern/fern_01b.jpg,data/images/things_max/fern.jpg,selected THINGS archive image via filesystem
ferret,covered,ferret,ferret,THINGS-database/osfstorage/object_images/ferret/ferret_01b.jpg,data/images/things_max/ferret.jpg,selected THINGS archive image via filesystem
ferris_wheel,covered,ferris wheel,ferris_wheel,THINGS-database/osfstorage/object_images/ferris_wheel/ferris_wheel_01b.jpg,data/images/things_max/ferris_wheel.jpg,selected THINGS archive image via filesystem
ferry,covered,ferry,ferry,THINGS-database/osfstorage/object_images/ferry/ferry_01b.jpg,data/images/things_max/ferry.jpg,selected THINGS archive image via filesystem
fig,covered,fig,fig,THINGS-database/osfstorage/object_images/fig/fig_01b.jpg,data/images/things_max/fig.jpg,selected THINGS archive image via filesystem
figurine,covered,figurine,figurine,THINGS-database/osfstorage/object_images/figurine/figurine_01b.jpg,data/images/things_max/figurine.jpg,selected THINGS archive image via filesystem
file1,covered,file,file1,THINGS-database/osfstorage/object_images/file1/file1_01b.jpg,data/images/things_max/file1.jpg,selected THINGS archive image via filesystem
file2,covered,file,file2,THINGS-database/osfstorage/object_images/file2/file2_01b.jpg,data/images/things_max/file2.jpg,selected THINGS archive image via filesystem
filing_cabinet,covered,filing cabinet,filing_cabinet,THINGS-database/osfstorage/object_images/filing_cabinet/filing_cabinet_01b.jpg,data/images/things_max/filing_cabinet.jpg,selected THINGS archive image via filesystem
film,covered,film,film,THINGS-database/osfstorage/object_images/film/film_01b.jpg,data/images/things_max/film.jpg,selected THINGS archive image via filesystem
filter,covered,filter,filter,THINGS-database/osfstorage/object_images/filter/filter_01b.jpg,data/images/things_max/filter.jpg,selected THINGS archive image via filesystem
finger,covered,finger,finger,THINGS-database/osfstorage/object_images/finger/finger_01b.jpg,data/images/things_max/finger.jpg,selected THINGS archive image via filesystem
fingerprint,covered,fingerprint,fingerprint,THINGS-database/osfstorage/object_images/fingerprint/fingerprint_01b.jpg,data/images/things_max/fingerprint.jpg,selected THINGS archive image via filesystem
fire,covered,fire,fire,THINGS-database/osfstorage/object_images/fire/fire_01b.jpg,data/images/things_max/fire.jpg,selected THINGS archive image via filesystem
fire_alarm,covered,fire alarm,fire_alarm,THINGS-database/osfstorage/object_images/fire_alarm/fire_alarm_01b.jpg,data/images/things_max/fire_alarm.jpg,selected THINGS archive image via filesystem
fire_hydrant,covered,fire hydrant,fire_hydrant,THINGS-database/osfstorage/object_images/fire_hydrant/fire_hydrant_01b.jpg,data/images/things_max/fire_hydrant.jpg,selected THINGS archive image via filesystem
fire_pit,covered,fire pit,fire_pit,THINGS-database/osfstorage/object_images/fire_pit/fire_pit_01b.jpg,data/images/things_max/fire_pit.jpg,selected THINGS archive image via filesystem
firecracker,covered,firecracker,firecracker,THINGS-database/osfstorage/object_images/firecracker/firecracker_01b.jpg,data/images/things_max/firecracker.jpg,selected THINGS archive image via filesystem
