concept,subtype,matched_image,degraded_image,status,source_kind,notes
flamethrower,weapon,data/images/things_max/flamethrower.jpg,data/images/things_max/degraded/flamethrower.png,ready,things_archive,THINGS archive image and degraded derivative available
flamingo,"animal, bird",data/images/things_max/flamingo.jpg,data/images/things_max/degraded/flamingo.png,ready,things_archive,THINGS archive image and degraded derivative available
flan,"food, dessert",data/images/things_max/flan.jpg,data/images/things_max/degraded/flan.png,ready,things_archive,THINGS archive image and degraded derivative available
flashbulb,Noun,data/images/things_max/flashbulb.jpg,data/images/things_max/degraded/flashbulb.png,ready,things_archive,THINGS archive image and degraded derivative available
flashlight,Noun,data/images/things_max/flashlight.jpg,data/images/things_max/degraded/flashlight.png,ready,things_archive,THINGS archive image and degraded derivative available
flask,container,data/images/things_max/flask.jpg,data/images/things_max/degraded/flask.png,ready,things_archive,THINGS archive image and degraded derivative available
flatiron,Noun,data/images/things_max/flatiron.jpg,data/images/things_max/degraded/flatiron.png,ready,things_archive,THINGS archive image and degraded derivative available
flip_flop,clothing,data/images/things_max/flip_flop.jpg,data/images/things_max/degraded/flip_flop.png,ready,things_archive,THINGS archive image and degraded derivative available
flipper,sports equipment,data/images/things_max/flipper.jpg,data/images/things_max/degraded/flipper.png,ready,things_archive,THINGS archive image and degraded derivative available
float,Verb,data/images/things_max/float.jpg,data/images/things_max/degraded/float.png,ready,things_archive,THINGS archive image and degraded derivative available
floss,Verb,data/images/things_max/floss.jpg,data/images/things_max/degraded/floss.png,ready,things_archive,THINGS archive image and degraded derivative available
flour,food,data/images/things_max/flour.jpg,data/images/things_max/degraded/flour.png,ready,things_archive,THINGS archive image and degraded derivative available
flower,plant,data/images/things_max/flower.jpg,data/images/things_max/degraded/flower.png,ready,things_archive,THINGS archive image and degraded derivative available
flute,musical instrument,data/images/things_max/flute.jpg,data/images/things_max/degraded/flute.png,ready,things_archive,THINGS archive image and degraded derivative available
fly,"animal, insect",data/images/things_max/fly.jpg,data/images/things_max/degraded/fly.png,ready,things_archive,THINGS archive image and degraded derivative available
flypaper,Noun,data/images/things_max/flypaper.jpg,data/images/things_max/degraded/flypaper.png,ready,things_archive,THINGS archive image and degraded derivative available
flyswatter,tool,data/images/things_max/flyswatter.jpg,data/images/things_max/degraded/flyswatter.png,ready,things_archive,THINGS archive image and degraded derivative available
foam,Noun,data/images/things_max/foam.jpg,data/images/things_max/degraded/foam.png,ready,things_archive,THINGS archive image and degraded derivative available
folder,office supply,data/images/things_max/folder.jpg,data/images/things_max/degraded/folder.png,ready,things_archive,THINGS archive image and degraded derivative available
fondue,food,data/images/things_max/fondue.jpg,data/images/things_max/degraded/fondue.png,ready,things_archive,THINGS archive image and degraded derivative available
food_processor,"electronic device, kitchen appliance",data/images/things_max/food_processor.jpg,data/images/things_max/degraded/food_processor.png,ready,things_archive,THINGS archive image and degraded derivative available
foot,body part,data/images/things_max/foot.jpg,data/images/things_max/degraded/foot.png,ready,things_archive,THINGS archive image and degraded derivative available
football,sports equipment,data/images/things_max/football.jpg,data/images/things_max/degraded/football.png,ready,things_archive,THINGS archive image and degraded derivative available
football_helmet,sports equipment,data/images/things_max/football_helmet.jpg,data/images/things_max/degraded/football_helmet.png,ready,things_archive,THINGS archive image and degraded derivative available
footbath,container,data/images/things_max/footbath.jpg,data/images/things_max/degraded/footbath.png,ready,things_archive,THINGS archive image and degraded derivative available
footprint,Noun,data/images/things_max/footprint.jpg,data/images/things_max/degraded/footprint.png,ready,things_archive,THINGS archive image and degraded derivative available
footrest,furniture,data/images/things_max/footrest.jpg,data/images/things_max/degraded/footrest.png,ready,things_archive,THINGS archive image and degraded derivative available
fork,tool,data/images/things_max/fork.jpg,data/images/things_max/degraded/fork.png,ready,things_archive,THINGS archive image and degraded derivative available
forklift,vehicle,data/images/things_max/forklift.jpg,data/images/things_max/degraded/forklift.png,ready,things_archive,THINGS archive image and degraded derivative available
fossil,Noun,data/images/things_max/fossil.jpg,data/images/things_max/degraded/fossil.png,ready,things_archive,THINGS archive image and degraded derivative available
fountain_pen,"office supply, tool",data/images/things_max/fountain_pen.jpg,data/images/things_max/degraded/fountain_pen.png,ready,things_archive,THINGS archive image and degraded derivative available
fox,animal,data/images/things_max/fox.jpg,data/images/things_max/degraded/fox.png,ready,things_archive,THINGS archive image and degraded derivative available
frame,home decor,data/images/things_max/frame.jpg,data/images/things_max/degraded/frame.png,ready,things_archive,THINGS archive image and degraded derivative available
freezer,"electronic device, kitchen appliance",data/images/things_max/freezer.jpg,data/images/things_max/degraded/freezer.png,ready,things_archive,THINGS archive image and degraded derivative available
french_fries,food,data/images/things_max/french_fries.jpg,data/images/things_max/degraded/french_fries.png,ready,things_archive,THINGS archive image and degraded derivative available
french_horn,musical instrument,data/images/things_max/french_horn.jpg,data/images/things_max/degraded/french_horn.png,ready,things_archive,THINGS archive image and degraded derivative available
frisbee,"toy, sports equipment",data/images/things_max/frisbee.jpg,data/images/things_max/degraded/frisbee.png,ready,things_archive,THINGS archive image and degraded derivative available
frog,animal,data/images/things_max/frog.jpg,data/images/things_max/degraded/frog.png,ready,things_archive,THINGS archive image and degraded derivative available
fruit,"food, fruit",data/images/things_max/fruit.jpg,data/images/things_max/degraded/fruit.png,ready,things_archive,THINGS archive image and degraded derivative available
fruitcake,"food, dessert",data/images/things_max/fruitcake.jpg,data/images/things_max/degraded/fruitcake.png,ready,things_archive,THINGS archive image and degraded derivative available
fudge,"food, dessert",data/images/things_max/fudge.jpg,data/images/things_max/degraded/fudge.png,ready,things_archive,THINGS archive image and degraded derivative available
fungus,Noun,data/images/things_max/fungus.jpg,data/images/things_max/degraded/fungus.png,ready,things_archive,THINGS archive image and degraded derivative available
funnel,"kitchen tool, tool",data/images/things_max/funnel.jpg,data/images/things_max/degraded/funnel.png,ready,things_archive,THINGS archive image and degraded derivative available
fur_coat,clothing,data/images/things_max/fur_coat.jpg,data/images/things_max/degraded/fur_coat.png,ready,things_archive,THINGS archive image and degraded derivative available
furnace,Noun,data/images/things_max/furnace.jpg,data/images/things_max/degraded/furnace.png,ready,things_archive,THINGS archive image and degraded derivative available
fuse,Noun,data/images/things_max/fuse.jpg,data/images/things_max/degraded/fuse.png,ready,things_archive,THINGS archive image and degraded derivative available
gallows,Noun,data/images/things_max/gallows.jpg,data/images/things_max/degraded/gallows.png,ready,things_archive,THINGS archive image and degraded derivative available
game,Noun,data/images/things_max/game.jpg,data/images/things_max/degraded/game.png,ready,things_archive,THINGS archive image and degraded derivative available
garbage,container,data/images/things_max/garbage.jpg,data/images/things_max/degraded/garbage.png,ready,things_archive,THINGS archive image and degraded derivative available
garbage_truck,vehicle,data/images/things_max/garbage_truck.jpg,data/images/things_max/degraded/garbage_truck.png,ready,things_archive,THINGS archive image and degraded derivative available
gargoyle,decoration,data/images/things_max/gargoyle.jpg,data/images/things_max/degraded/gargoyle.png,ready,things_archive,THINGS archive image and degraded derivative available
garlic,"food, vegetable",data/images/things_max/garlic.jpg,data/images/things_max/degraded/garlic.png,ready,things_archive,THINGS archive image and degraded derivative available
